,country,age_group,purpose,main_activity,info_source,tour_arrangement,package_accomodation,package_food,package_transport_tz,package_insurance,payment_mode,first_trip_tz,total_cost
4357,ZIMBABWE,45-64,Visiting Friends and Relatives,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,497250.0
4358,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,210000.0
4359,ZAMBIA,45-64,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,160000.0
4360,UGANDA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1050000.0
4361,ZAMBIA,25-44,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,50000.0
4362,UGANDA,25-44,Volunteering,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,62000.0
4363,INDIA,1-24,Business,Beach tourism,Trade fair,Independent,No,No,No,No,Cash,No,1657500.0
4364,ZAMBIA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,300000.0
4365,ZIMBABWE,25-44,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,828750.0
4366,UGANDA,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,500000.0
4367,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,994500.0
4368,ZIMBABWE,25-44,Other,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1500000.0
4369,ZAMBIA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,660000.0
4370,GERMANY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,52377000.0
4371,ZIMBABWE,25-44,Business,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,Credit Card,No,828750.0
4372,ZIMBABWE,25-44,Business,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,1160250.0
4373,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,440000.0
4374,ZIMBABWE,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,49725.0
4375,UGANDA,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1405000.0
4376,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,165000.0
4377,INDIA,25-44,Meetings and Conference,Mountain climbing,others,Independent,No,No,No,No,Cash,Yes,2214420.0
4378,INDIA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1657500.0
4379,ZAMBIA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,828750.0
4380,KENYA,45-64,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,500000.0
4381,SWIZERLAND,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,994500.0
4382,BURUNDI,25-44,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,No,250000.0
4383,UGANDA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
4384,UGANDA,65+,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,100000.0
4385,NETHERLANDS,45-64,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,Yes,9281559.7
4386,UGANDA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,560000.0
4387,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,405000.0
4388,UGANDA,45-64,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,No,145000.0
4389,BURUNDI,1-24,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,325000.0
4390,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,500000.0
4391,UGANDA,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,500000.0
4392,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,845325.0
4393,ZAMBIA,25-44,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,No,994500.0
4394,ZIMBABWE,25-44,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,410000.0
4395,INDIA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,331500.0
4396,UGANDA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,110000.0
4397,UGANDA,25-44,Business,Cultural tourism,Trade fair,Independent,No,No,No,No,Cash,No,1000000.0
4398,UGANDA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,70000.0
4399,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1635600.0
4400,ZAMBIA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,828750.0
4401,ZIMBABWE,25-44,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,994500.0
4402,UGANDA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,150000.0
4403,KOREA,45-64,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,1160250.0
4404,ZIMBABWE,25-44,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,Yes,50000.0
4405,ZIMBABWE,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,663000.0
4406,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,250000.0
4407,ZIMBABWE,25-44,Business,Mountain climbing,others,Independent,No,No,No,No,Cash,No,82875.0
4408,DRC,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,91700.0
4409,BURUNDI,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,167000.0
4410,DRC,25-44,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,355000.0
4411,BURUNDI,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,No,535000.0
4412,UGANDA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,51436.0
4413,RWANDA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,49000.0
4414,UGANDA,25-44,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,No,1500000.0
4415,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,165750.0
4416,UGANDA,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,150000.0
4417,ITALY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,33150000.0
4418,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,61327.5
4419,UGANDA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,600000.0
4420,KENYA,25-44,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,470000.0
4421,RWANDA,45-64,Volunteering,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,115000.0
4422,UGANDA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,270000.0
4423,ZAMBIA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2038725.0
4424,UAE,45-64,Leisure and Holidays,business,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,1657500.0
4425,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,205000.0
4426,UGANDA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1150000.0
4427,RWANDA,1-24,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,126000.0
4428,BURUNDI,25-44,Meetings and Conference,Hunting tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,102000.0
4429,DRC,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,52000.0
4430,DRC,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,90000.0
4431,UNITED KINGDOM,1-24,Volunteering,Hunting tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,No,3895125.0
4432,DRC,25-44,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,50000.0
4433,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,65000.0
4434,BURUNDI,45-64,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,123000.0
4435,DRC,1-24,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,526000.0
4436,UGANDA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,90000.0
4437,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,539500.0
4438,UGANDA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
4439,UGANDA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
4440,UNITED KINGDOM,45-64,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,331500.0
4441,ZIMBABWE,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,721012.5
4442,KENYA,45-64,Leisure and Holidays,Hunting tourism,others,Independent,No,No,No,No,Cash,Yes,2071875.0
4443,UGANDA,25-44,Other,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,63506.0
4444,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,Cash,Yes,447525.0
4445,ZAMBIA,25-44,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1300000.0
4446,DRC,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,101000.0
4447,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,447525.0
4448,ZIMBABWE,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,2486250.0
4449,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,635000.0
4450,AUSTRIA,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,No,No,No,Cash,Yes,23205000.0
4451,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,450000.0
4452,UGANDA,1-24,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
4453,ZIMBABWE,25-44,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,729300.0
4454,KENYA,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1243125.0
4455,UGANDA,25-44,Other,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,350000.0
4456,ZIMBABWE,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,331500.0
4457,DRC,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
4458,UGANDA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,175000.0
4459,KENYA,45-64,Visiting Friends and Relatives,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,3315000.0
4460,CANADA,25-44,Visiting Friends and Relatives,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1657500.0
4461,UNITED KINGDOM,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1077375.0
4462,UGANDA,25-44,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,3000000.0
4463,ZIMBABWE,45-64,Leisure and Holidays,Cultural tourism,Trade fair,Independent,No,No,No,No,Cash,Yes,124312.5
4464,ZIMBABWE,25-44,Business,Bird watching,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,71610.0
4465,BURUNDI,25-44,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2169000.0
4466,ZIMBABWE,45-64,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,149175.0
4467,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,327000.0
4468,UGANDA,25-44,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
4469,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,110000.0
4470,SOUTH AFRICA,45-64,Business,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,1200000.0
4471,OMAN,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,331500.0
4472,ITALY,1-24,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,2269330.0
4473,UGANDA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,55000.0
4474,NIGERIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,50000.0
4475,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,9339000.0
4476,RWANDA,25-44,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,141000.0
4477,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,400000.0
4478,AUSTRALIA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,19754136.6
4479,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,325000.0
4480,UGANDA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
4481,CONGO,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,133000.0
4482,ZIMBABWE,45-64,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,331500.0
4483,ZIMBABWE,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,414375.0
4484,ZIMBABWE,45-64,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,740000.0
4485,KENYA,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,Yes,240000.0
4486,SOUTH AFRICA,45-64,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,3315000.0
4487,ZIMBABWE,25-44,Business,Mountain climbing,Trade fair,Independent,No,No,No,No,Cash,No,1145000.0
4488,ZIMBABWE,25-44,Other,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,305700.0
4489,INDONESIA,45-64,Business,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,331500.0
4490,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
4491,ZIMBABWE,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,165750.0
4492,UGANDA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
4493,BURUNDI,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,150000.0
4494,ZAMBIA,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,No,50300.0
4495,SOUTH AFRICA,25-44,Business,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,5304000.0
4496,BURUNDI,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,49000.0
4497,ZIMBABWE,25-44,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,5900700.0
4498,BURUNDI,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,4476000.0
4499,UNITED KINGDOM,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,5690100.0
4500,ZIMBABWE,25-44,Other,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,497400.0
4501,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,107737.5
4502,ZIMBABWE,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,828750.0
4503,MALAWI,1-24,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,130000.0
4504,NETHERLANDS,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,4900000.0
4505,ZAMBIA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,720000.0
4506,ZIMBABWE,25-44,Other,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,580125.0
4507,MALAWI,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,130000.0
4508,BURUNDI,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,160000.0
4509,ZIMBABWE,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,8237775.0
4510,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,61000.0
4511,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,634500.0
4512,BURUNDI,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,762000.0
4513,SOUTH AFRICA,1-24,Business,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,5304000.0
4514,BURUNDI,1-24,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,130000.0
4515,ZAMBIA,45-64,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,Cash,No,300000.0
4516,ZIMBABWE,45-64,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,335700.0
4517,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,505120.0
4518,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,182325.0
4519,ZAMBIA,45-64,Business,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,491600.0
4520,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,140000.0
4521,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Other,No,4309500.0
4522,KENYA,1-24,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,Cash,No,560000.0
4523,BURUNDI,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,540000.0
4524,UAE,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1160250.0
4525,FRANCE,25-44,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,7226700.0
4526,DENMARK,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,5801250.0
4527,UNITED KINGDOM,25-44,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Credit Card,No,5221125.0
4528,RWANDA,45-64,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,813832.5
4529,SOUTH AFRICA,25-44,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,6630000.0
